symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
NVDA,2019-05-10 00:00:00+00:00,168.82,171.59,164.0,168.95,14237451,41.9185238772,42.6063233746,40.7217030913,41.950803276,56949804,0.0,1.0
NVDA,2019-05-13 00:00:00+00:00,158.45,164.43,157.81,163.5,16422819,39.3436210659,40.8284734103,39.1847071026,40.5975515574,65691276,0.0,1.0
NVDA,2019-05-14 00:00:00+00:00,162.04,163.46,158.49,160.05,13121972,40.2350290787,40.5876194347,39.3535531886,39.7409059741,52487888,0.0,1.0
NVDA,2019-05-15 00:00:00+00:00,159.58,161.05,157.41,159.8,12558001,39.6242035323,39.9892090418,39.0853858756,39.6788302072,50232004,0.0,1.0
NVDA,2019-05-16 00:00:00+00:00,160.19,161.91,157.65,159.36,19527204,39.7756684036,40.2027496799,39.1449786118,39.5695768575,78108816,0.0,1.0
NVDA,2019-05-17 00:00:00+00:00,156.53,163.71,154.94,158.5,25551698,38.8668791761,40.6496952016,38.4720772985,39.3560362193,102206792,0.0,1.0
NVDA,2019-05-20 00:00:00+00:00,151.75,154.77,150.75,152.55,14301634,37.6799905128,38.429865777,37.4316874452,37.8786329669,57206536,0.0,1.0
NVDA,2019-05-21 00:00:00+00:00,155.06,155.7,152.64,154.2,9046247,38.5018736667,38.6607876299,37.900980243,38.2883330285,36184988,0.0,1.0
NVDA,2019-05-22 00:00:00+00:00,152.2,154.55,151.76,153.5,8146740,37.7917268932,38.3752391022,37.6824735435,38.1145208811,32586960,0.0,1.0
NVDA,2019-05-23 00:00:00+00:00,147.32,149.69,144.91,149.69,14796109,36.5800079232,37.1684861935,35.9815975302,37.1684861935,59184436,0.0,1.0
NVDA,2019-05-24 00:00:00+00:00,145.15,149.5,144.88,148.08,8939632,36.0411902664,37.1213086106,35.9741484382,36.7687182546,35758528,0.0,1.0
NVDA,2019-05-28 00:00:00+00:00,143.33,147.18,143.25,145.86,10708852,35.5892786834,36.5452454937,35.5694144379,36.2174854445,42835408,0.0,1.0
NVDA,2019-05-29 00:00:00+00:00,140.34,142.82,138.94,141.41,13995037,34.8468525111,35.4626441189,34.4992282165,35.1125367935,55980148,0.0,1.0
NVDA,2019-05-30 00:00:00+00:00,139.11,141.75,137.57,140.31,9857490,34.5811682288,35.2374422862,34.1983416953,34.8794746185,39429960,0.16,1.0
NVDA,2019-05-31 00:00:00+00:00,135.46,139.85,135.39,137.14,9742992,33.6738196267,34.7651238358,33.6564184206,34.0914485723,38971968,0.0,1.0
NVDA,2019-06-03 00:00:00+00:00,133.78,137.47,132.6,135.91,11966080,33.2561906811,34.1734828295,32.9628560645,33.7856845228,47864320,0.0,1.0
NVDA,2019-06-04 00:00:00+00:00,143.0,143.21,135.47,136.36,16045885,35.5481781088,35.600381727,33.6763055133,33.897549419,64183540,0.0,1.0
NVDA,2019-06-05 00:00:00+00:00,141.28,146.19,139.82,145.97,12790385,35.1206056169,36.3411759282,34.757666176,36.2864864234,51161540,0.0,1.0
NVDA,2019-06-06 00:00:00+00:00,143.78,144.77,141.35,141.45,10203462,35.7420772621,35.9881800336,35.1380068229,35.1628656887,40813848,0.0,1.0
NVDA,2019-06-07 00:00:00+00:00,145.5,146.88,143.25,144.02,8721438,36.1696497541,36.5127021022,35.6103252733,35.8017385401,34885752,0.0,1.0
NVDA,2019-06-10 00:00:00+00:00,148.43,151.19,147.76,147.76,10069522,36.8980145223,37.5841192187,36.7314601214,36.7314601214,40278088,0.0,1.0
NVDA,2019-06-11 00:00:00+00:00,150.75,152.36,149.16,150.84,9596751,37.4747402091,37.8749679487,37.0794842427,37.4971131883,38387004,0.0,1.0
NVDA,2019-06-12 00:00:00+00:00,146.2,149.25,145.59,149.0,8972298,36.3436618147,37.1018572219,36.1920227333,37.0397100574,35889192,0.0,1.0
NVDA,2019-06-13 00:00:00+00:00,148.26,149.0,146.38,147.09,7702027,36.8557544504,37.0397100574,36.3884077732,36.5649057204,30808108,0.0,1.0
NVDA,2019-06-14 00:00:00+00:00,144.64,145.49,142.84,144.51,9860656,35.9558635081,36.1671638675,35.5084039235,35.9235469825,39442624,0.0,1.0
NVDA,2019-06-17 00:00:00+00:00,145.03,146.52,143.65,144.57,6901037,36.0528130848,36.4232101853,35.7097607366,35.938462302,27604148,0.0,1.0
NVDA,2019-06-18 00:00:00+00:00,152.88,155.11,147.06,147.5,14547950,38.0042340509,38.5585867584,36.5574480607,36.6668270703,58191800,0.0,1.0
NVDA,2019-06-19 00:00:00+00:00,153.12,154.7568,152.0738,154.3,8291099,38.0638953288,38.4707852444,37.8038218747,38.3572299454,33164396,0.0,1.0
NVDA,2019-06-20 00:00:00+00:00,154.1,157.33,153.52,156.77,8754182,38.3075122138,39.1104535794,38.1633307921,38.9712439309,35016728,0.0,1.0
NVDA,2019-06-21 00:00:00+00:00,151.76,155.48,151.5,153.5,10860672,37.7258147538,38.6505645619,37.6611817027,38.1583590189,43442688,0.0,1.0
NVDA,2019-06-24 00:00:00+00:00,152.66,153.85,150.72,152.62,7073718,37.9495445461,38.2453650492,37.4672825494,37.9396009998,28294872,0.0,1.0
NVDA,2019-06-25 00:00:00+00:00,151.48,155.88,151.37,152.86,7796661,37.6562099295,38.7500000252,37.6288651771,37.9992622777,31186644,0.0,1.0
NVDA,2019-06-26 00:00:00+00:00,159.26,161.72,156.09,156.61,14601825,39.5902296896,40.2017577885,38.8022036434,38.9314697456,58407300,0.0,1.0
NVDA,2019-06-27 00:00:00+00:00,163.23,164.0,161.26,162.71,11136038,40.5771266622,40.768539929,40.0874070058,40.44786056,44544152,0.0,1.0
NVDA,2019-06-28 00:00:00+00:00,164.23,165.37,162.35,165.0,9941659,40.8257153203,41.1091063906,40.3583686431,41.0171285871,39766636,0.0,1.0
NVDA,2019-07-01 00:00:00+00:00,166.17,173.95,164.66,172.57,17788327,41.3079773171,43.2419970771,40.9326084433,42.8989447289,71153308,0.0,1.0
NVDA,2019-07-02 00:00:00+00:00,162.23,166.35,161.7,165.5,10005688,40.3285380041,41.3527232755,40.1967860153,41.1414229161,40022752,0.0,1.0
NVDA,2019-07-03 00:00:00+00:00,162.75,163.4,160.34,163.17,6165856,40.4578041063,40.6193867341,39.8587054403,40.5622113427,24663424,0.0,1.0
NVDA,2019-07-05 00:00:00+00:00,160.23,160.58,157.68,160.4,9913847,39.8313606879,39.9183667183,39.1974596098,39.8736207598,39655388,0.0,1.0
NVDA,2019-07-08 00:00:00+00:00,157.21,158.59,156.0,157.83,8244669,39.0806229405,39.4236752886,38.7798306641,39.2347479085,32978676,0.0,1.0
NVDA,2019-07-09 00:00:00+00:00,157.31,158.44,155.0,155.51,8571512,39.1054818063,39.3863869899,38.531242006,38.6580222217,34286048,0.0,1.0
NVDA,2019-07-10 00:00:00+00:00,160.06,162.37,158.5,159.06,11301899,39.789100616,40.3633404163,39.4013023094,39.5405119579,45207596,0.0,1.0
NVDA,2019-07-11 00:00:00+00:00,166.28,167.92,161.5,163.0,17063964,41.3353220695,41.7430074687,40.1470682837,40.5199512709,68255856,0.0,1.0
NVDA,2019-07-12 00:00:00+00:00,167.61,170.47,167.4,167.4,12659816,41.6659449847,42.3769085469,41.6137413665,41.6137413665,50639264,0.0,1.0
NVDA,2019-07-15 00:00:00+00:00,167.27,169.11,166.13,168.46,7245993,41.581424841,42.0388279719,41.2980337707,41.8772453441,28983972,0.0,1.0
NVDA,2019-07-16 00:00:00+00:00,167.08,168.17,164.84,166.67,8536098,41.5341929959,41.8051546333,40.9773544018,41.4322716461,34144392,0.0,1.0
NVDA,2019-07-17 00:00:00+00:00,169.71,169.99,165.97,167.15,8705107,42.1879811667,42.257585991,41.2582595854,41.551594202,34820428,0.0,1.0
NVDA,2019-07-18 00:00:00+00:00,170.18,172.71,167.85,170.13,11079474,42.3048178361,42.9337471411,41.7256062627,42.2923884031,44317896,0.0,1.0
NVDA,2019-07-19 00:00:00+00:00,168.44,171.98,168.2,171.72,8622395,41.872273571,42.7522774206,41.812612293,42.6876443695,34489580,0.0,1.0
NVDA,2019-07-22 00:00:00+00:00,171.32,171.84,169.0,169.3,7898498,42.5882089063,42.7174750085,42.0114832195,42.0860598169,31593992,0.0,1.0
NVDA,2019-07-23 00:00:00+00:00,175.66,175.74,172.27,172.9,10704414,43.6670836825,43.6869707751,42.8243681315,42.9809789861,42817656,0.0,1.0
NVDA,2019-07-24 00:00:00+00:00,178.66,178.89,174.34,177.4,9155937,44.4128496568,44.4700250481,43.3389466538,44.0996279476,36623748,0.0,1.0
NVDA,2019-07-25 00:00:00+00:00,173.38,177.5,172.44,176.99,9817453,43.100301542,44.1244868134,42.8666282034,43.9977065977,39269812,0.0,1.0
NVDA,2019-07-26 00:00:00+00:00,175.07,176.95,174.47,174.47,6853997,43.5204163742,43.9877630514,43.3712631793,43.3712631793,27415988,0.0,1.0
NVDA,2019-07-29 00:00:00+00:00,174.82,175.47,171.27,174.78,6204049,43.4582692097,43.6198518374,42.5757794734,43.4483256633,24816196,0.0,1.0
NVDA,2019-07-30 00:00:00+00:00,175.45,175.94,172.37,172.95,4944261,43.6148800643,43.7366885067,42.8492269973,42.993408419,19777044,0.0,1.0
NVDA,2019-07-31 00:00:00+00:00,168.72,174.22,167.02,174.18,8985391,41.9418783952,43.3091160148,41.5192776764,43.2991724685,35941564,0.0,1.0
NVDA,2019-08-01 00:00:00+00:00,164.92,172.78,162.82,169.14,10530314,40.9972414944,42.9511483471,40.4752053124,42.0462856316,42121256,0.0,1.0
NVDA,2019-08-02 00:00:00+00:00,161.19,163.98,159.28,161.19,10708732,40.0700057997,40.7635681558,39.5952014627,40.0700057997,42834928,0.0,1.0
NVDA,2019-08-05 00:00:00+00:00,150.79,153.85,148.9,153.8,14728936,37.4846837554,38.2453650492,37.0148511916,38.2329356163,58915744,0.0,1.0
NVDA,2019-08-06 00:00:00+00:00,152.35,155.63,150.43,153.8,9031767,37.8724820621,38.6878528606,37.3951918385,38.2329356163,36127068,0.0,1.0
NVDA,2019-08-07 00:00:00+00:00,153.89,154.37,149.2,149.9,9314045,38.2553085955,38.3746311514,37.089427789,37.2634398497,37256180,0.0,1.0
NVDA,2019-08-08 00:00:00+00:00,158.26,158.31,153.9,156.21,7732472,39.3416410315,39.3540704644,38.2577944821,38.8320342823,30929888,0.0,1.0
NVDA,2019-08-09 00:00:00+00:00,154.18,156.75,152.15,156.61,8545418,38.3273993064,38.9662721577,37.8227643304,38.9314697456,34181672,0.0,1.0
NVDA,2019-08-12 00:00:00+00:00,151.45,154.18,150.57,152.08,6980012,37.6487522698,38.3273993064,37.4299942506,37.8053631244,27920048,0.0,1.0
NVDA,2019-08-13 00:00:00+00:00,156.05,157.9,149.82,151.39,9012811,38.7922600971,39.2521491145,37.2435527571,37.6338369503,36051244,0.0,1.0
NVDA,2019-08-14 00:00:00+00:00,150.07,152.95,148.31,152.5,10497033,37.3056999216,38.0216352569,36.8681838833,37.9097703608,41988132,0.0,1.0
NVDA,2019-08-15 00:00:00+00:00,148.77,151.63,147.39,150.83,13861551,36.9825346661,37.6934982282,36.6394823179,37.4946273018,55446204,0.0,1.0
NVDA,2019-08-16 00:00:00+00:00,159.56,161.54,156.88,159.35,25384628,39.664806287,40.15701183,38.9985886833,39.6126026688,101538512,0.0,1.0
NVDA,2019-08-19 00:00:00+00:00,170.78,171.42,163.47,164.12,20408061,42.4539710309,42.6130677721,40.6367879402,40.7983705679,81632244,0.0,1.0
NVDA,2019-08-20 00:00:00+00:00,167.87,170.58,167.02,170.56,11588040,41.7305780358,42.4042532993,41.5192776764,42.3992815261,46352160,0.0,1.0
NVDA,2019-08-21 00:00:00+00:00,171.23,173.45,169.66,170.53,10697773,42.5658359271,43.1177027481,42.1755517338,42.3918238664,42791092,0.0,1.0
NVDA,2019-08-22 00:00:00+00:00,171.48,173.33,169.9,171.62,7593918,42.6279830916,43.0878721091,42.2352130118,42.6627855037,30375672,0.0,1.0
NVDA,2019-08-23 00:00:00+00:00,162.44,170.59,161.64,168.4,14237433,40.3807416223,42.4067391859,40.1818706959,41.8623300246,56949732,0.0,1.0
NVDA,2019-08-26 00:00:00+00:00,165.45,166.58,163.91,165.61,7964854,41.1289934832,41.4098986669,40.7461669497,41.1687676685,31859416,0.0,1.0
NVDA,2019-08-27 00:00:00+00:00,161.8,167.1,160.62,166.99,7288739,40.2216448811,41.5391647691,39.9283102646,41.5118200167,29154956,0.0,1.0
NVDA,2019-08-28 00:00:00+00:00,161.22,163.34,159.0,160.58,6376719,40.1172376447,40.6447686199,39.5648231331,39.9579830107,25506876,0.16,1.0
NVDA,2019-08-29 00:00:00+00:00,167.0,168.3,164.76,164.9,8959326,41.555506058,41.8789920333,40.998114839,41.0329517902,35837304,0.0,1.0
NVDA,2019-08-30 00:00:00+00:00,167.51,170.86,166.78,168.86,7272712,41.6824120945,42.5160105693,41.5007622776,42.0183398381,29090848,0.0,1.0
NVDA,2019-09-03 00:00:00+00:00,164.17,165.91,163.25,164.58,7412770,40.8513019733,41.2842755095,40.6223734369,40.9533244732,29651080,0.0,1.0
NVDA,2019-09-04 00:00:00+00:00,168.76,169.06,166.61,166.61,5703009,41.9934563015,42.0681069112,41.4584602654,41.4584602654,22812036,0.0,1.0
NVDA,2019-09-05 00:00:00+00:00,179.74,179.99,172.8,172.87,17412125,44.725668616,44.7878774574,42.9987511786,43.0161696542,69648500,0.0,1.0
NVDA,2019-09-06 00:00:00+00:00,178.65,181.09,177.12,178.8,9424419,44.4544380674,45.0615963596,44.0737199581,44.4917633723,37697676,0.0,1.0
NVDA,2019-09-09 00:00:00+00:00,180.5,183.98,179.84,179.9,10438133,44.9147834938,45.7807305662,44.7505521525,44.7654822745,41752532,0.0,1.0
NVDA,2019-09-10 00:00:00+00:00,183.18,184.25,178.79,179.18,8820305,45.5816622737,45.8479161149,44.4892750186,44.5863208112,35281220,0.0,1.0
NVDA,2019-09-11 00:00:00+00:00,184.33,186.27,182.6,183.77,9037782,45.8678229441,46.3505635534,45.4373377616,45.7284751394,36151128,0.0,1.0
NVDA,2019-09-12 00:00:00+00:00,184.27,188.4,183.95,186.2,8196025,45.8528928222,46.8805828822,45.7732655052,46.3331450779,32784100,0.0,1.0
NVDA,2019-09-13 00:00:00+00:00,181.94,183.08,180.18,181.59,8114787,45.2731064203,45.5567787371,44.8351561768,45.1860140424,32459148,0.0,1.0
NVDA,2019-09-16 00:00:00+00:00,180.21,181.6,178.5,178.92,5795796,44.8426212378,45.188502396,44.4171127626,44.5216236162,23183184,0.0,1.0
NVDA,2019-09-17 00:00:00+00:00,181.07,181.24,178.61,180.48,5711828,45.0566196522,45.0989216644,44.4444846528,44.9098067865,22847312,0.0,1.0
NVDA,2019-09-18 00:00:00+00:00,179.98,181.42,176.5,180.79,6600942,44.7853891037,45.1437120302,43.9194420314,44.9869457499,26403768,0.0,1.0
NVDA,2019-09-19 00:00:00+00:00,176.94,180.96,176.51,180.22,6408569,44.0289295922,45.029247762,43.921930385,44.8451095915,25634276,0.0,1.0
NVDA,2019-09-20 00:00:00+00:00,172.69,177.85,172.28,176.9,8931295,42.9713792884,44.255369775,42.8693567885,44.0189761776,35725180,0.0,1.0
NVDA,2019-09-23 00:00:00+00:00,174.84,176.67,172.55,172.7,6395647,43.5063753244,43.9617440435,42.9365423372,42.973867642,25582588,0.0,1.0
NVDA,2019-09-24 00:00:00+00:00,172.53,177.29,171.1,176.1,8031045,42.9315656299,44.1160219702,42.575731057,43.8199078851,32124180,0.0,1.0
NVDA,2019-09-25 00:00:00+00:00,178.23,179.02,170.71,172.51,7827672,44.3499272139,44.5465071527,42.4786852644,42.9265889226,31310688,0.0,1.0
NVDA,2019-09-26 00:00:00+00:00,177.34,178.19,175.29,177.84,5945648,44.1284637385,44.3399737993,43.618351239,44.2528814213,23782592,0.0,1.0
NVDA,2019-09-27 00:00:00+00:00,171.76,177.7,169.32,175.66,9148974,42.7399623983,44.2180444701,42.1328041062,43.7104203243,36595896,0.0,1.0
NVDA,2019-09-30 00:00:00+00:00,174.07,174.48,171.54,172.8,4829977,43.3147720929,43.4167945928,42.6852186179,42.9987511786,19319908,0.0,1.0
NVDA,2019-10-01 00:00:00+00:00,174.0,181.0,173.81,175.0,9189150,43.2973536173,45.0392011766,43.2500748979,43.5461889829,36756600,0.0,1.0
NVDA,2019-10-02 00:00:00+00:00,173.04,173.6,170.13,173.12,7391544,43.0584716663,43.1978194711,42.3343607524,43.0783784956,29566176,0.0,1.0
NVDA,2019-10-03 00:00:00+00:00,181.31,181.56,172.0,173.22,11568265,45.11634014,45.1785489814,42.7996828861,43.1032620321,46273060,0.0,1.0
NVDA,2019-10-04 00:00:00+00:00,181.97,183.15,178.78,181.4,6699005,45.2805714813,45.5741972127,44.486786665,45.1387353229,26796020,0.0,1.0
NVDA,2019-10-07 00:00:00+00:00,184.33,188.34,184.23,184.58,12207839,45.8678229441,46.8656527603,45.8429394076,45.9300317856,48831356,0.0,1.0
NVDA,2019-10-08 00:00:00+00:00,177.23,180.64,176.5,180.64,11233566,44.1010918483,44.949620445,43.9194420314,44.949620445,44934264,0.0,1.0
NVDA,2019-10-09 00:00:00+00:00,180.71,182.7,179.16,180.32,7697082,44.9670389206,45.4622212982,44.5813441039,44.869993128,30788328,0.0,1.0
NVDA,2019-10-10 00:00:00+00:00,183.03,185.08,180.41,180.62,8187889,45.5443369688,46.0544494684,44.8923883109,44.9446437377,32751556,0.0,1.0
NVDA,2019-10-11 00:00:00+00:00,185.99,189.34,185.65,186.41,11271668,46.2808896511,47.1144881259,46.1962856268,46.3854005046,45086672,0.0,1.0
NVDA,2019-10-14 00:00:00+00:00,186.53,187.37,184.39,185.64,5258394,46.4152607485,46.6242824556,45.8827530661,46.1937972731,21033576,0.0,1.0
NVDA,2019-10-15 00:00:00+00:00,196.37,199.29,189.6,190.16,16699633,48.8638007462,49.5904000138,47.1791853209,47.3185331257,66798532,0.0,1.0
NVDA,2019-10-16 00:00:00+00:00,194.21,199.22,193.75,195.0,10818828,48.3263163564,49.5729815382,48.2118520883,48.5228962953,43275312,0.0,1.0
NVDA,2019-10-17 00:00:00+00:00,194.29,197.81,192.1,196.0,6607924,48.3462231857,49.2221236727,47.801273735,48.7717316609,26431696,0.0,1.0
NVDA,2019-10-18 00:00:00+00:00,190.49,195.62,187.5,194.31,7548039,47.4006487963,48.677174222,46.6566310532,48.351199893,30192156,0.0,1.0
NVDA,2019-10-21 00:00:00+00:00,196.01,196.55,192.2,192.96,6546711,48.7742200146,48.908591112,47.8261572716,48.0152721494,26186844,0.0,1.0
NVDA,2019-10-22 00:00:00+00:00,195.61,202.53,195.3,198.3,8434228,48.6746858683,50.3966265984,48.597546905,49.3440530018,33736912,0.0,1.0
NVDA,2019-10-23 00:00:00+00:00,195.09,195.66,191.03,192.31,7144250,48.5452914782,48.6871276366,47.5350198938,47.8535291618,28577000,0.0,1.0
NVDA,2019-10-24 00:00:00+00:00,196.86,198.21,195.38,196.75,5975933,48.9857300753,49.3216578189,48.6174537342,48.9583581851,23903732,0.0,1.0
NVDA,2019-10-25 00:00:00+00:00,204.54,205.38,199.79,200.1,10577288,50.8967856833,51.1058073904,49.7148176966,49.7919566599,42309152,0.0,1.0
NVDA,2019-10-28 00:00:00+00:00,206.79,208.9,205.12,206.3,8116718,51.4566652559,51.9817078774,51.0411101953,51.3347359268,32466872,0.0,1.0
NVDA,2019-10-29 00:00:00+00:00,202.92,206.49,202.14,206.23,5280920,50.493672391,51.3820146462,50.2995808058,51.3173174512,21123680,0.0,1.0
NVDA,2019-10-30 00:00:00+00:00,203.0,204.23,200.26,204.0,5149038,50.5135792202,50.8196467199,49.8317703184,50.7624145858,20596152,0.0,1.0
NVDA,2019-10-31 00:00:00+00:00,201.02,203.0,197.81,202.16,5243315,50.0208851963,50.5135792202,49.2221236727,50.3045575131,20973260,0.0,1.0
NVDA,2019-11-01 00:00:00+00:00,202.59,203.89,198.59,199.6,7090956,50.4115567203,50.7350426956,49.4162152578,49.6675389771,28363824,0.0,1.0
NVDA,2019-11-04 00:00:00+00:00,210.5,211.0,204.92,205.85,9417905,52.3798444623,52.5042621451,50.9913431222,51.2227600122,37671620,0.0,1.0
NVDA,2019-11-05 00:00:00+00:00,209.61,211.54,207.68,210.49,7521712,52.1583809869,52.6386332426,51.6781287313,52.3773561087,30086848,0.0,1.0
NVDA,2019-11-06 00:00:00+00:00,207.63,209.67,204.11,208.64,6725335,51.665686963,52.1733111089,50.789786476,51.9170106823,26901340,0.0,1.0
NVDA,2019-11-07 00:00:00+00:00,208.34,211.7,206.54,211.11,7008498,51.8423600726,52.6784469011,51.3944564145,52.5316340354,28033992,0.0,1.0
NVDA,2019-11-08 00:00:00+00:00,207.78,209.05,206.15,207.66,4735187,51.7030122679,52.0190331822,51.2974106219,51.673152024,18940748,0.0,1.0
NVDA,2019-11-11 00:00:00+00:00,208.18,209.11,204.28,207.75,6094736,51.8025464141,52.0339633041,50.8320884882,51.6955472069,24378944,0.0,1.0
NVDA,2019-11-12 00:00:00+00:00,209.61,211.86,208.31,209.72,7095971,52.1583809869,52.7182605596,51.8348950116,52.1857528772,28383884,0.0,1.0
NVDA,2019-11-13 00:00:00+00:00,208.57,209.46,205.9,208.35,7559124,51.8995922067,52.1210556821,51.2352017805,51.8448484263,30236496,0.0,1.0
NVDA,2019-11-14 00:00:00+00:00,209.79,209.88,206.52,208.93,13175171,52.2031713528,52.2255665357,51.3894797072,51.9891729383,52700684,0.0,1.0
